Crash Severity Description,Reportnumber,Agencyname,CollisionImpact Description,Crash County Description,FunctionalClass Description,ImpairedCrash,Large Vehicle Involved,OffRoad,RoadName,Route Number,RouteType Description,Unrestrained Occupants,Crashdate,Work Zone Crash,Latitude,Longitude,CrashYear,Crashtime,Crashhour
Injury Crashes,MSP7656003F,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,NO NAME,95.0,INTERSTATE ROUTE,No,1/9/2025,No,39.252153967,-76.677420467,2025,23:00,23
Property Damage Crashes,MSP632100ZC,Maryland State Police,Single Vehicle,Anne Arundel,,No,Yes,No,,887.0,PRIVATE ROAD,No,1/6/2025,No,39.161591,-76.642578167,2025,13:40,13
Property Damage Crashes,ADK0300071,Baltimore City Police Department,Rear To Side,Baltimore City,Local,No,Yes,No,N CALVERTON RD,7324.0,MUNICIPAL ROAD,No,3/22/2025,No,39.291755837,-76.659757378,2025,14:00,14
Property Damage Crashes,AE519600KL,Baltimore County Police Department,Single Vehicle,Baltimore County,,No,Yes,Yes,,,,Yes,1/8/2025,No,39.3828908,-76.734127033,2025,17:05,17
Injury Crashes,AC214800HV,Anne Arundel County Police,Front to Rear,Anne Arundel,Minor Arterial,No,Yes,No,DORSEY RD,176.0,MARYLAND ROUTE,No,1/24/2025,No,39.164620681,-76.646630962,2025,12:28,12
Property Damage Crashes,MDTA177100CT,Maryland Transportation Authority Police,Other,Baltimore City,Interstate,No,Yes,No,FORT MCHENRY TUNNEL (SB/L),95.0,INTERSTATE ROUTE,Yes,1/15/2025,Yes,39.284016484,-76.547449398,2025,19:32,19
Property Damage Crashes,AE443100N2,Baltimore County Police Department,Single Vehicle,Baltimore County,Major Collector,No,Yes,No,YORK RD,45.0,MARYLAND ROUTE,No,1/6/2025,No,39.637983483,-76.661410667,2025,06:10,6
Injury Crashes,AC24140065,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,Principal Arterial – Other,No,Yes,No,ROBERT CRAIN HWY,3.0,MARYLAND ROUTE,No,1/30/2025,No,38.999906517,-76.700354383,2025,19:04,19
Property Damage Crashes,CC02990013,Hyattsville Police Department,Front to Rear,Prince George's,Minor Arterial,No,Yes,No,QUEENS CHAPEL RD,500.0,MARYLAND ROUTE,No,1/16/2025,No,38.962291706,-76.953449227,2025,11:20,11
Property Damage Crashes,ADK720001M,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,REISTERSTOWN RD (SB/L),140.0,MARYLAND ROUTE,No,1/16/2025,No,39.353476163,-76.698410645,2025,07:40,7
Property Damage Crashes,ADI3880097,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,NORTH AVE (SB/L),1.0,UNITED STATE ROUTE,No,2/26/2025,No,39.311167914,-76.616211388,2025,12:46,12
Property Damage Crashes,AB7314000P,Annapolis Police Department,Front to Rear,Anne Arundel,Local,No,Yes,No,GENESSEE ST,1220.0,MUNICIPAL ROAD,No,1/20/2025,No,38.98183325,-76.502786642,2025,00:30,0
Property Damage Crashes,HB0506000F,Maryland-National Capital Park Police Prince George's County,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,PRINCE GEORGES BLVD,4640.0,COUNTY ROAD,No,2/12/2025,No,38.872890525,-76.727688839,2025,16:31,16
Property Damage Crashes,AE53380050,Baltimore County Police Department,Front to Rear,Baltimore County,Minor Arterial,No,Yes,No,MERRITT BLVD,5460.0,COUNTY ROAD,No,1/14/2025,No,39.260228212,-76.50942434,2025,16:15,16
Injury Crashes,ADG972005L,Baltimore City Police Department,Other,Baltimore City,Minor Arterial,No,Yes,No,E 25TH ST,4650.0,MUNICIPAL ROAD,No,2/10/2025,No,39.318198,-76.609306,2025,09:10,9
Property Damage Crashes,CB61000066,Howard County Police,Front to Rear,Howard,Local,No,Yes,No,CRESTMOUNT RD,958.0,MARYLAND ROUTE,Yes,3/5/2025,No,39.169915879,-76.788389888,2025,00:20,0
Property Damage Crashes,AE620600CZ,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,,No,Yes,Yes,,,,No,1/23/2025,No,39.294648665,-76.457237478,2025,11:30,11
Property Damage Crashes,AE6776002S,Baltimore County Police Department,Single Vehicle,Baltimore County,,No,Yes,No,PARK HEIGHTS AVE (SB/L),129.0,MARYLAND ROUTE,No,3/29/2025,No,39.437895625,-76.73298641,2025,17:20,17
Property Damage Crashes,MSP7871001V,Maryland State Police,Single Vehicle,Prince George's,Interstate,No,Yes,No,JOHN HANSON HWY (WB/L),595.0,INTERSTATE ROUTE,No,1/22/2025,No,38.946811333,-76.814231667,2025,15:11,15
Property Damage Crashes,BSPDA1060004,Baltimore City School Police,"Sideswipe, Same Direction",Baltimore City,Major Collector,No,Yes,No,HAZELWOOD AV,2425.0,MUNICIPAL ROAD,No,3/10/2025,No,39.339004211,-76.539454278,2025,10:00,10
Property Damage Crashes,DA4309002J,Prince George's County Police,Front to Rear,Prince George's,,No,Yes,Yes,,,,No,1/27/2025,No,38.887040695,-76.823482813,2025,12:27,12
Injury Crashes,CB6322002M,Howard County Police,Front to Rear,Howard,Principal Arterial – Other Freeways and Expressways,No,Yes,No,RAMP 8 FR US 1 SB TO MD 100 WB,100.0,RAMP,No,1/6/2025,No,39.190282606,-76.758279733,2025,04:00,4
Property Damage Crashes,ADK966001K,Baltimore City Police Department,Other,Baltimore City,Minor Arterial,No,Yes,No,N CHARLES ST,1125.0,MUNICIPAL ROAD,No,3/6/2025,No,39.304129759,-76.616082462,2025,14:16,14
Property Damage Crashes,ADK942002W,Baltimore City Police Department,Front to Front,Baltimore City,Local,No,Yes,No,HILLSHIRE RD,4844.0,MUNICIPAL ROAD,No,3/2/2025,No,39.286520579,-76.691000705,2025,19:38,19
Property Damage Crashes,AC23580058,Anne Arundel County Police,Single Vehicle,Anne Arundel,Principal Arterial – Other Freeways and Expressways,No,Yes,No,RAMP 6 FR MD 32 EB TO MD 175 SB,32.0,RAMP,No,1/14/2025,No,39.090574034,-76.71593875,2025,06:03,6
Property Damage Crashes,DS0483001G,University of Maryland Police College Park,Single Vehicle,Prince George's,,No,Yes,Yes,,,,No,3/27/2025,No,38.983490822,-76.942401119,2025,09:52,9
Injury Crashes,MTA02840026,Maryland Transit Administration,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,GAY ST,1480.0,MUNICIPAL ROAD,No,2/14/2025,No,39.286761029,-76.608706257,2025,16:49,16
Injury Crashes,DA4291004R,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Major Collector,No,Yes,No,PARKWOOD ST,210.0,COUNTY ROAD,No,3/6/2025,No,38.932984504,-76.896643461,2025,16:05,16
Property Damage Crashes,ADK736002F,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,GREENHILL AV,7675.0,MUNICIPAL ROAD,No,1/17/2025,No,39.331733396,-76.553899948,2025,11:03,11
Property Damage Crashes,MSP735600NF,Maryland State Police,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,RAMP 8 FR IS 95 SB TO MD 43 WB,95.0,RAMP,No,3/21/2025,No,39.382105833,-76.4466125,2025,14:26,14
Property Damage Crashes,CB5044007Q,Howard County Police,"Sideswipe, Same Direction",Howard,Minor Arterial,No,Yes,No,CEDAR LA,82.0,COUNTY ROAD,No,1/23/2025,No,39.207943668,-76.886191429,2025,06:32,6
Property Damage Crashes,ADK841003K,Baltimore City Police Department,Single Vehicle,Baltimore City,,No,Yes,Yes,,,,No,3/21/2025,No,39.308578412,-76.572452145,2025,17:10,17
Property Damage Crashes,AB45180129,Annapolis Police Department,"Sideswipe, Opposite Direction",Anne Arundel,Local,No,Yes,No,BELLE DR,270.0,MUNICIPAL ROAD,Yes,3/20/2025,No,38.968388665,-76.524468405,2025,15:46,15
Property Damage Crashes,AE562800DL,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Local,No,Yes,No,ELINOR AVE,4265.0,COUNTY ROAD,No,2/19/2025,No,39.356276369,-76.516589934,2025,07:00,7
Injury Crashes,ADK924000V,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Minor Arterial,No,Yes,No,DOLPHIN ST,1770.0,MUNICIPAL ROAD,No,3/31/2025,No,39.304326745,-76.620739653,2025,20:34,20
Property Damage Crashes,ADK148005S,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,N WARWICK AV,6662.0,MUNICIPAL ROAD,No,1/29/2025,No,39.315801519,-76.656397249,2025,13:00,13
Property Damage Crashes,MSP712900LN,Maryland State Police,Front to Rear,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,1/9/2025,No,39.418137502,-76.632768202,2025,09:00,9
Injury Crashes,DA4349003R,Prince George's County Police,Front to Rear,Prince George's,,No,Yes,No,,366.0,COUNTY ROAD,Yes,2/11/2025,No,38.876989812,-76.895792761,2025,21:30,21
Property Damage Crashes,MSP7770006B,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,2/4/2025,No,38.806715395,-76.983662835,2025,13:11,13
Property Damage Crashes,AE6298006Q,Baltimore County Police Department,Single Vehicle,Baltimore County,Major Collector,No,Yes,No,CHARMUTH RD,958.0,COUNTY ROAD,No,2/8/2025,No,39.430474189,-76.615808787,2025,19:51,19
Property Damage Crashes,MDTA1736008K,Maryland Transportation Authority Police,"Sideswipe, Same Direction",Baltimore City,Interstate,No,Yes,No,FORT MCHENRY TUNNEL (SB/L),95.0,INTERSTATE ROUTE,No,1/9/2025,No,39.271504662,-76.653586649,2025,13:52,13
Property Damage Crashes,DA421200FM,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,,No,Yes,No,,302.0,COUNTY ROAD,No,2/21/2025,No,38.960765814,-76.881226151,2025,14:15,14
Property Damage Crashes,DA409900F8,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Minor Arterial,No,Yes,No,RIGGS RD (SB/L),212.0,MARYLAND ROUTE,Yes,3/14/2025,No,38.962766664,-76.992173792,2025,10:35,10
Property Damage Crashes,HB04890006,Maryland-National Capital Park Police Prince George's County,Front to Rear,Prince George's,,No,Yes,No,,188.0,SPUR,Yes,2/12/2025,No,38.90133944,-76.758001849,2025,05:10,5
Property Damage Crashes,AE589800LB,Baltimore County Police Department,Other,Baltimore County,,No,Yes,Yes,,,,No,1/7/2025,No,39.282672,-76.7542345,2025,11:46,11
Property Damage Crashes,MSP7587007K,Maryland State Police,"Sideswipe, Same Direction",Howard,Interstate,No,Yes,No,NO NAME,95.0,INTERSTATE ROUTE,No,2/14/2025,No,39.135432937,-76.85181263,2025,11:30,11
Property Damage Crashes,MSP647600GM,Maryland State Police,Single Vehicle,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,1/18/2025,No,38.937391667,-76.855206667,2025,20:06,20
Property Damage Crashes,AE442401HW,Baltimore County Police Department,"Sideswipe, Same Direction",Baltimore County,Principal Arterial – Other,No,Yes,No,ROLLING RD,2000.0,COUNTY ROAD,Yes,1/30/2025,No,39.341089908,-76.762486276,2025,08:12,8
Injury Crashes,ADF7360077,Baltimore City Police Department,Other,Baltimore City,,No,Yes,No,,2100.0,MUNICIPAL ROAD,No,1/10/2025,No,39.339656188,-76.666344404,2025,20:22,20
Property Damage Crashes,DA345600DK,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,UNIVERSITY BLVD,193.0,MARYLAND ROUTE,No,1/11/2025,No,38.983911052,-76.979601543,2025,14:47,14
Property Damage Crashes,AE642100C3,Baltimore County Police Department,Single Vehicle,Baltimore County,,No,Yes,No,,1548.0,PRIVATE ROAD,No,3/3/2025,No,39.359945291,-76.712522,2025,06:50,6
Property Damage Crashes,TSU04210005,Towson University Police,Front to Rear,Baltimore County,,No,Yes,No,,2150.0,PRIVATE ROAD,No,2/11/2025,No,39.389720833,-76.615017545,2025,15:30,15
Injury Crashes,MTA0369001Q,Maryland Transit Administration,Single Vehicle,Baltimore City,Minor Arterial,No,Yes,No,E FAYETTE ST,1680.0,MUNICIPAL ROAD,Yes,2/21/2025,No,39.294832129,-76.572466769,2025,16:40,16
Property Damage Crashes,MSP585801FD,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY,95.0,INTERSTATE ROUTE,No,1/31/2025,No,38.818474406,-76.93147906,2025,13:14,13
Property Damage Crashes,RD01330012,Riverdale Park Police Department,Single Vehicle,Prince George's,Major Collector,No,Yes,No,QUEENSBURY RD,180.0,MUNICIPAL ROAD,Yes,1/17/2025,No,38.962807143,-76.936334125,2025,07:02,7
Property Damage Crashes,DA4347001G,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Local,No,Yes,No,IRVINGTON ST (SB/L),1666.0,COUNTY ROAD,No,1/14/2025,No,38.822087306,-76.996243643,2025,16:33,16
Injury Crashes,MTA0361001B,Maryland Transit Administration,"Sideswipe, Same Direction",Baltimore County,Interstate,No,Yes,No,RAMP 1 FR RP 9 (FR IS695 NB) TO MD 26 WB,695.0,RAMP,Yes,2/11/2025,No,39.348989789,-76.744800449,2025,23:40,23
Property Damage Crashes,MSP6313004K,Maryland State Police,Single Vehicle,Anne Arundel,Local,No,Yes,No,PLUMMER LA,980.0,MARYLAND ROUTE,No,1/30/2025,No,38.802591486,-76.68871014,2025,09:45,9
Property Damage Crashes,ADK989000S,Baltimore City Police Department,Other,Baltimore City,Local,No,Yes,No,E LEXINGTON ST,7902.0,MUNICIPAL ROAD,No,1/16/2025,No,39.291100767,-76.61474789,2025,12:30,12
Property Damage Crashes,DA405100DD,Prince George's County Police,Single Vehicle,Prince George's,Principal Arterial – Other,No,Yes,No,KENILWORTH AVE (SB/L),201.0,MARYLAND ROUTE,No,2/25/2025,No,38.924167134,-76.929380485,2025,13:30,13
Property Damage Crashes,AC178200BY,Anne Arundel County Police,"Sideswipe, Same Direction",Anne Arundel,,No,Yes,Yes,,,,No,2/23/2025,No,39.211263153,-76.666146286,2025,05:22,5
Property Damage Crashes,DA4327003H,Prince George's County Police,Front to Rear,Prince George's,Minor Collector,No,Yes,No,COUNTY RD,84.0,COUNTY ROAD,No,1/14/2025,No,38.858042983,-76.898971934,2025,22:30,22
Property Damage Crashes,AE440101MM,Baltimore County Police Department,Single Vehicle,Baltimore County,Local,No,Yes,No,MANCHESTER RD,5437.0,COUNTY ROAD,No,3/27/2025,No,39.284488381,-76.514764229,2025,08:15,8
Property Damage Crashes,AC1786007G,Anne Arundel County Police,Single Vehicle,Anne Arundel,,No,Yes,Yes,,,,No,1/31/2025,No,38.739386814,-76.555809561,2025,16:27,16
Property Damage Crashes,AE68060023,Baltimore County Police Department,Unknown,Baltimore County,Minor Arterial,No,Yes,No,OWINGS MILLS BLVD,940.0,MARYLAND ROUTE,No,1/31/2025,No,39.417916923,-76.780214024,2025,19:30,19
Property Damage Crashes,DA345600F6,Prince George's County Police,Angle,Prince George's,Principal Arterial – Other,No,Yes,No,NEW HAMPSHIRE AVE (SB/L),650.0,MARYLAND ROUTE,No,3/13/2025,No,39.001645266,-76.982169412,2025,06:17,6
Property Damage Crashes,AC23260060,Anne Arundel County Police,Single Vehicle,Anne Arundel,Local,No,Yes,No,CARRS WHARF RD,3313.0,COUNTY ROAD,No,3/28/2025,No,38.894068118,-76.514821281,2025,13:40,13
Property Damage Crashes,AE519600KX,Baltimore County Police Department,"Sideswipe, Opposite Direction",Baltimore County,,No,Yes,Yes,,,,Yes,3/19/2025,No,39.352152241,-76.722424921,2025,11:59,11
Property Damage Crashes,BSPDA240002R,Baltimore City School Police,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,EDISON HWY,2940.0,MUNICIPAL ROAD,No,3/17/2025,No,39.316596174,-76.57276628,2025,08:32,8
Injury Crashes,MTA0434001B,Maryland Transit Administration,Single Vehicle,Baltimore County,,No,Yes,No,,8007.0,COUNTY ROAD,Yes,3/7/2025,No,39.292086117,-76.51752575,2025,07:20,7
Property Damage Crashes,DS0529000F,University of Maryland Police College Park,Front to Rear,Prince George's,Principal Arterial – Other,No,Yes,No,BALTIMORE AVE,1.0,UNITED STATE ROUTE,No,2/26/2025,No,38.97756699,-76.938088629,2025,10:46,10
Property Damage Crashes,AZ1743000B,Cheverly Police Department,"Sideswipe, Opposite Direction",Prince George's,Local,No,Yes,No,BELLEVIEW AVE #1,21.0,MUNICIPAL ROAD,No,1/3/2025,No,38.918877549,-76.916252722,2025,05:44,5
Property Damage Crashes,MSP690500HH,Maryland State Police,"Sideswipe, Same Direction",Howard,Interstate,No,Yes,No,NO NAME,95.0,INTERSTATE ROUTE,No,3/24/2025,No,39.133881271,-76.855168306,2025,14:54,14
Property Damage Crashes,ADF736007D,Baltimore City Police Department,Rear To Side,Baltimore City,Major Collector,No,Yes,No,W 36TH ST,2740.0,MUNICIPAL ROAD,No,3/9/2025,No,39.331161585,-76.631664223,2025,19:00,19
Property Damage Crashes,AC217800FC,Anne Arundel County Police,Angle,Anne Arundel,Principal Arterial – Other,No,Yes,No,CENTRAL AVE,214.0,MARYLAND ROUTE,No,1/17/2025,No,38.910059583,-76.54118575,2025,18:56,18
Property Damage Crashes,AC2543005C,Anne Arundel County Police,Front to Rear,Anne Arundel,Minor Arterial,No,Yes,No,EDWIN RAYNOR BLVD,2043.0,COUNTY ROAD,Yes,3/10/2025,No,39.12686567,-76.531382102,2025,09:00,9
Property Damage Crashes,MSP487500MR,Maryland State Police,Single Vehicle,Howard,Major Collector,No,Yes,No,OLD FREDERICK RD,271.0,COUNTY ROAD,No,1/28/2025,No,39.310418667,-76.793743667,2025,19:14,19
Injury Crashes,MTA04230017,Maryland Transit Administration,Single Vehicle,Baltimore City,Minor Arterial,No,Yes,No,EDMONDSON AVE,2310.0,MUNICIPAL ROAD,No,3/10/2025,No,39.291937681,-76.703739057,2025,16:45,16
Property Damage Crashes,MSP6582015H,Maryland State Police,"Sideswipe, Same Direction",Prince George's,Interstate,No,Yes,No,CAPITAL BELTWAY (SB LOCAL),95.0,INTERSTATE ROUTE,No,2/18/2025,No,38.806443333,-76.991555,2025,07:04,7
Property Damage Crashes,DA36840074,Prince George's County Police,"Sideswipe, Opposite Direction",Prince George's,,No,Yes,No,,600.0,COUNTY ROAD,No,2/21/2025,No,38.724233052,-76.998926279,2025,08:13,8
Injury Crashes,ADE744001F,Baltimore City Police Department,Single Vehicle,Baltimore City,Principal Arterial – Other,No,Yes,No,REISTERSTOWN RD,140.0,MARYLAND ROUTE,No,2/6/2025,No,39.356961166,-76.703316655,2025,06:47,6
Property Damage Crashes,AZ17300026,Cheverly Police Department,"Sideswipe, Same Direction",Prince George's,Major Collector,No,Yes,No,COLUMBIA PARK RD (SB/L),459.0,MARYLAND ROUTE,No,1/5/2025,No,38.917559161,-76.915458662,2025,20:40,20
Property Damage Crashes,DA409900F5,Prince George's County Police,"Sideswipe, Same Direction",Prince George's,Principal Arterial – Other,No,Yes,No,UNIVERSITY BLVD (WB/L),193.0,MARYLAND ROUTE,No,1/28/2025,No,38.983874443,-76.980059747,2025,16:48,16
Property Damage Crashes,MSP617100MP,Maryland State Police,Front to Rear,Prince George's,Interstate,No,Yes,No,NO NAME,95.0,INTERSTATE ROUTE,No,2/14/2025,No,39.108416228,-76.880819656,2025,08:04,8
Injury Crashes,MSP73390087,Maryland State Police,Front to Rear,Howard,Interstate,No,Yes,No,NO NAME,70.0,INTERSTATE ROUTE,No,3/5/2025,No,39.307278473,-76.938991094,2025,14:17,14
Property Damage Crashes,DA4339002S,Prince George's County Police,Rear To Side,Prince George's,,No,Yes,Yes,,,,No,1/7/2025,No,38.805498829,-76.985308924,2025,16:00,16
Property Damage Crashes,CE45730040,Laurel Police Department,Front to Front,Prince George's,Principal Arterial – Other,No,Yes,No,WASHINGTON BLVD (SB/L),1.0,UNITED STATE ROUTE,No,3/24/2025,No,39.0984384,-76.849478115,2025,11:20,11
Property Damage Crashes,AE445500CJ,Baltimore County Police Department,Front to Front,Baltimore County,,No,Yes,No,DULANEY VALLEY RD (SB/L),146.0,MARYLAND ROUTE,No,3/3/2025,No,39.535032333,-76.5465725,2025,07:20,7
Property Damage Crashes,CB65860004,Howard County Police,Front to Rear,Howard,Principal Arterial – Other,No,Yes,No,WASHINGTON BLVD (SB/L),1.0,UNITED STATE ROUTE,No,3/14/2025,No,39.13471725,-76.81621545,2025,18:00,18
Injury Crashes,ADK2040079,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Local,No,Yes,No,W FRANKLIN ST,7635.0,MUNICIPAL ROAD,No,2/11/2025,No,39.292754464,-76.674727846,2025,19:02,19
Injury Crashes,AE425300WP,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,HANOVER PIKE,30.0,MARYLAND ROUTE,No,1/14/2025,No,39.559597293,-76.839485886,2025,06:44,6
Property Damage Crashes,MSP577100X1,Maryland State Police,"Sideswipe, Same Direction",Howard,Interstate,No,Yes,No,NO NAME,70.0,INTERSTATE ROUTE,No,1/14/2025,No,39.339696667,-77.061648333,2025,07:15,7
Property Damage Crashes,ADK097001G,Baltimore City Police Department,"Sideswipe, Same Direction",Baltimore City,Principal Arterial – Other,No,Yes,No,WASHINGTON BLVD,1281.0,MUNICIPAL ROAD,No,1/11/2025,No,39.282444362,-76.632862017,2025,16:39,16
Injury Crashes,ADK8820019,Baltimore City Police Department,Unknown,Baltimore City,Principal Arterial – Other,No,Yes,No,N CALVERT ST,1515.0,MUNICIPAL ROAD,No,1/27/2025,No,39.329586995,-76.615032842,2025,08:00,8
Property Damage Crashes,MSP7879001Z,Maryland State Police,Front to Rear,Baltimore County,Interstate,No,Yes,No,BALTO BELTWAY (INNER LOOP),695.0,INTERSTATE ROUTE,No,3/18/2025,No,39.256710235,-76.693533681,2025,18:13,18
Property Damage Crashes,AE6130006S,Baltimore County Police Department,Front to Rear,Baltimore County,Principal Arterial – Other,No,Yes,No,MERRITT BLVD (SB/L),157.0,MARYLAND ROUTE,No,3/31/2025,No,39.275603469,-76.504319814,2025,01:28,1
Property Damage Crashes,AE6832000N,Baltimore County Police Department,Front to Rear,Baltimore County,Local,No,Yes,No,POWERS LA,2676.0,COUNTY ROAD,No,2/10/2025,No,39.286447831,-76.758218579,2025,11:20,11
